tail	head	edge flux
MAPK7	PRKCZ	6.695968192460961E-6
MAPK7	MAP2K5	6.695968192460961E-6
MAPK7	PTPRR	6.695968192460961E-6
MAPK7	ELK4	6.695968192460961E-6
RAP1A	PLCE1	8.310010494264417E-6
RAP1A	RALGDS	8.310010494264417E-6
FZR1	ANAPC4	1.4064176266794339E-5
FZR1	CDC27	1.4064176266794339E-5
FZR1	ANAPC10	1.4064176266794339E-5
FZR1	CDC23	1.4064176266794339E-5
FZR1	ANAPC5	1.4064176266794339E-5
FZR1	CDC16	1.4064176266794339E-5
FZR1	ANAPC1	1.4064176266794339E-5
FZR1	ANAPC2	1.4064176266794339E-5
FZR1	ANAPC7	1.4064176266794339E-5
FZR1	SKIL	1.4064176266794339E-5
PLCE1	HRAS	1.4773351989803414E-5
PLCE1	RAP1A	1.4773351989803414E-5
PLCE1	SIAH2	1.4773351989803414E-5
MAP2K5	MAP3K3	1.789282655251333E-5
MAP2K5	MAPK7	1.789282655251333E-5
MAP2K5	PRKCZ	1.789282655251333E-5
MAP2K5	PRKCI	1.789282655251333E-5
GJA1	MAPK7	2.0087904577382884E-5
SMAD4	SKI	2.008866980728055E-5
SMAD4	VPS39	2.008866980728055E-5
SMAD4	CTNNB1	2.008866980728055E-5
SMAD4	FOSB	2.008866980728055E-5
SMAD4	FOXH1	2.008866980728055E-5
SMAD4	E2F5	2.008866980728055E-5
SMAD4	CTCF	2.008866980728055E-5
SMAD4	EP300	2.008866980728055E-5
SMAD4	SUMO1	2.008866980728055E-5
SMAD4	DVL1	2.008866980728055E-5
SMAD4	RUNX3	2.008866980728055E-5
SMAD4	FOXO1	2.008866980728055E-5
SMAD4	STK11IP	2.008866980728055E-5
SMAD4	TGIF1	2.008866980728055E-5
SMAD4	SAMD3	2.008866980728055E-5
SMAD4	STK11	2.008866980728055E-5
SMAD4	LEF1	2.008866980728055E-5
SMAD4	FOS	2.008866980728055E-5
SMAD4	DCP1A	2.008866980728055E-5
SMAD4	SMAD2	2.008866980728055E-5
SMAD4	FOXO4	2.008866980728055E-5
SMAD4	E2F4	2.008866980728055E-5
SMAD4	JUNB	2.008866980728055E-5
SMAD4	EID2	2.008866980728055E-5
SMAD4	PRKAR1B	2.008866980728055E-5
SMAD4	HNF4A	2.008866980728055E-5
SMAD4	RUNX2	2.008866980728055E-5
SMAD4	ZFYVE16	2.008866980728055E-5
SMAD4	JUND	2.008866980728055E-5
SMAD4	CITED1	2.008866980728055E-5
SMAD4	COPS5	2.008866980728055E-5
SMAD4	FOXO3	2.008866980728055E-5
SMAD4	PRKAR2A	2.008866980728055E-5
SMAD4	SPTBN1	2.008866980728055E-5
SMAD4	TRAP1	2.008866980728055E-5
SMAD4	UBE2I	2.008866980728055E-5
SMAD4	TFDP1	2.008866980728055E-5
SMAD4	ESR1	2.008866980728055E-5
SMAD4	HDAC1	2.008866980728055E-5
SMAD4	CREBBP	2.008866980728055E-5
SMAD4	ERBB2IP	2.008866980728055E-5
SMAD4	NUP214	2.008866980728055E-5
SMAD4	RNF111	2.008866980728055E-5
SMAD4	JUN	2.008866980728055E-5
SMAD4	RBL1	2.008866980728055E-5
SMAD4	SKIL	2.008866980728055E-5
SMAD4	PARD3	2.008866980728055E-5
SMAD4	PDPK1	2.008866980728055E-5
SMAD4	SMAD3	2.008866980728055E-5
SMAD4	WWTR1	2.008866980728055E-5
SMAD4	ATF2	2.008866980728055E-5
SMAD4	SP1	2.008866980728055E-5
SMAD4	SNIP1	2.008866980728055E-5
SMAD4	HOXA9	2.008866980728055E-5
SMAD4	BTRC	2.008866980728055E-5
SMAD4	OLIG1	2.008866980728055E-5
SIAH2	PLCE1	2.2160027984705117E-5
SMAD3	VDR	2.456630028304592E-5
SMAD3	ZEB2	2.456630028304592E-5
SMAD3	TP73	2.456630028304592E-5
SMAD3	DDX5	2.456630028304592E-5
SMAD3	PML	2.456630028304592E-5
SMAD3	SKI	2.456630028304592E-5
SMAD3	BCAR1	2.456630028304592E-5
SMAD3	DYNLRB2	2.456630028304592E-5
SMAD3	TGFBR1	2.456630028304592E-5
SMAD3	SNW1	2.456630028304592E-5
SMAD3	DAB2	2.456630028304592E-5
SMAD3	CTNNB1	2.456630028304592E-5
SMAD3	FOSB	2.456630028304592E-5
SMAD3	FOXH1	2.456630028304592E-5
SMAD3	E2F5	2.456630028304592E-5
SMAD3	ETS1	2.456630028304592E-5
SMAD3	CTCF	2.456630028304592E-5
SMAD3	CDC16	2.456630028304592E-5
SMAD3	SOX9	2.456630028304592E-5
SMAD3	NFYC	2.456630028304592E-5
SMAD3	RUNX1	2.456630028304592E-5
SMAD3	EP300	2.456630028304592E-5
SMAD3	DVL1	2.456630028304592E-5
SMAD3	RUNX3	2.456630028304592E-5
SMAD3	FOXO1	2.456630028304592E-5
SMAD3	NEDD4L	2.456630028304592E-5
SMAD3	KAT2B	2.456630028304592E-5
SMAD3	MYC	2.456630028304592E-5
SMAD3	ATF3	2.456630028304592E-5
SMAD3	LEF1	2.456630028304592E-5
SMAD3	FOS	2.456630028304592E-5
SMAD3	TRIM33	2.456630028304592E-5
SMAD3	SMAD2	2.456630028304592E-5
SMAD3	FOXO4	2.456630028304592E-5
SMAD3	E2F4	2.456630028304592E-5
SMAD3	JUNB	2.456630028304592E-5
SMAD3	CDC27	2.456630028304592E-5
SMAD3	EID2	2.456630028304592E-5
SMAD3	BRCA1	2.456630028304592E-5
SMAD3	PRKAR1B	2.456630028304592E-5
SMAD3	HNF4A	2.456630028304592E-5
SMAD3	RUNX2	2.456630028304592E-5
SMAD3	JUND	2.456630028304592E-5
SMAD3	AXIN2	2.456630028304592E-5
SMAD3	AXIN1	2.456630028304592E-5
SMAD3	FOXO3	2.456630028304592E-5
SMAD3	XPO4	2.456630028304592E-5
SMAD3	PRKAR2A	2.456630028304592E-5
SMAD3	ZFYVE9	2.456630028304592E-5
SMAD3	SPTBN1	2.456630028304592E-5
SMAD3	TFDP1	2.456630028304592E-5
SMAD3	ESR1	2.456630028304592E-5
SMAD3	CREBBP	2.456630028304592E-5
SMAD3	ERBB2IP	2.456630028304592E-5
SMAD3	NUP153	2.456630028304592E-5
SMAD3	NUP214	2.456630028304592E-5
SMAD3	SMAD4	2.456630028304592E-5
SMAD3	JUN	2.456630028304592E-5
SMAD3	RBL1	2.456630028304592E-5
SMAD3	CUL1	2.456630028304592E-5
SMAD3	SKIL	2.456630028304592E-5
SMAD3	PARD3	2.456630028304592E-5
SMAD3	PDPK1	2.456630028304592E-5
SMAD3	WWTR1	2.456630028304592E-5
SMAD3	AR	2.456630028304592E-5
SMAD3	KPNB1	2.456630028304592E-5
SMAD3	ATF2	2.456630028304592E-5
SMAD3	SP1	2.456630028304592E-5
SMAD3	RBX1	2.456630028304592E-5
SMAD3	ZEB1	2.456630028304592E-5
SMAD3	STRAP	2.456630028304592E-5
SMAD3	TP53	2.456630028304592E-5
SMAD3	BTRC	2.456630028304592E-5
SMAD3	HGS	2.456630028304592E-5
SMAD3	OLIG1	2.456630028304592E-5
RAF1	PEBP1	2.5107317882355637E-5
RAF1	HRAS	2.5107317882355637E-5
RAF1	BRAF	2.5107317882355637E-5
RAF1	MAP2K1	2.5107317882355637E-5
RAF1	RFXANK	2.5107317882355637E-5
EGFR	PIK3R2	2.653153941943956E-5
EGFR	INPPL1	2.653153941943956E-5
EGFR	STAT3	2.653153941943956E-5
EGFR	CD59	2.653153941943956E-5
EGFR	CBLB	2.653153941943956E-5
EGFR	NCK1	2.653153941943956E-5
EGFR	EPS15	2.653153941943956E-5
EGFR	PTPN11	2.653153941943956E-5
EGFR	RASA1	2.653153941943956E-5
EGFR	RGS16	2.653153941943956E-5
EGFR	PLD2	2.653153941943956E-5
EGFR	SNRPD2	2.653153941943956E-5
EGFR	KRT8	2.653153941943956E-5
EGFR	RACGAP1	2.653153941943956E-5
EGFR	GAB1	2.653153941943956E-5
EGFR	JAK2	2.653153941943956E-5
EGFR	STAT5A	2.653153941943956E-5
EGFR	ADRBK1	2.653153941943956E-5
EGFR	KRT7	2.653153941943956E-5
EGFR	STAT5B	2.653153941943956E-5
EGFR	PPP2R3A	2.653153941943956E-5
EGFR	EPPK1	2.653153941943956E-5
EGFR	GAREM	2.653153941943956E-5
EGFR	NCK2	2.653153941943956E-5
EGFR	UBB	2.653153941943956E-5
EGFR	CBL	2.653153941943956E-5
EGFR	JAK1	2.653153941943956E-5
EGFR	ERBB3	2.653153941943956E-5
EGFR	TNK2	2.653153941943956E-5
EGFR	CAV1	2.653153941943956E-5
EGFR	CBLC	2.653153941943956E-5
EGFR	EGF	2.653153941943956E-5
EGFR	ERRFI1	2.653153941943956E-5
EGFR	SOS2	2.653153941943956E-5
EGFR	MPRIP	2.653153941943956E-5
EGFR	HTT	2.653153941943956E-5
EGFR	AP2S1	2.653153941943956E-5
EGFR	PRKCD	2.653153941943956E-5
EGFR	SMU1	2.653153941943956E-5
EGFR	PRKCA	2.653153941943956E-5
EGFR	IL17RD	2.653153941943956E-5
EGFR	PTK2	2.653153941943956E-5
EGFR	VAV2	2.653153941943956E-5
EGFR	GRB2	2.653153941943956E-5
EGFR	YWHAZ	2.653153941943956E-5
EGFR	CEACAM1	2.653153941943956E-5
EGFR	KRT17	2.653153941943956E-5
EGFR	AKT1	2.653153941943956E-5
EGFR	PLSCR1	2.653153941943956E-5
EGFR	MAPK1	2.653153941943956E-5
EGFR	SHC1	2.653153941943956E-5
EGFR	AP2A1	2.653153941943956E-5
EGFR	ATP5C1	2.653153941943956E-5
EGFR	FRS2	2.653153941943956E-5
EGFR	CSK	2.653153941943956E-5
EGFR	EPS8	2.653153941943956E-5
EGFR	HIST3H3	2.653153941943956E-5
EGFR	PDPK1	2.653153941943956E-5
EGFR	IQGAP1	2.653153941943956E-5
EGFR	MAP2K1	2.653153941943956E-5
EGFR	MAP3K14	2.653153941943956E-5
EGFR	PIK3C2B	2.653153941943956E-5
EGFR	PTK6	2.653153941943956E-5
EGFR	SOCS3	2.653153941943956E-5
EGFR	STAT1	2.653153941943956E-5
EGFR	SOCS1	2.653153941943956E-5
EGFR	ACTA2	2.653153941943956E-5
EGFR	VAV1	2.653153941943956E-5
EGFR	CRK	2.653153941943956E-5
EGFR	MT-CO2	2.653153941943956E-5
EGFR	GRB10	2.653153941943956E-5
EGFR	PRKAR1A	2.653153941943956E-5
EGFR	PAK1	2.653153941943956E-5
EGFR	PIK3R1	2.653153941943956E-5
EGFR	SH3BGRL	2.653153941943956E-5
EGFR	ARF4	2.653153941943956E-5
EGFR	PTPN6	2.653153941943956E-5
EGFR	SOS1	2.653153941943956E-5
EGFR	ERBB2	2.653153941943956E-5
EGFR	PLCG1	2.653153941943956E-5
EGFR	PLEC	2.653153941943956E-5
EGFR	PTPN1	2.653153941943956E-5
EGFR	STAMBP	2.653153941943956E-5
EGFR	VAV3	2.653153941943956E-5
EGFR	DOK2	2.653153941943956E-5
EGFR	PITPNA	2.653153941943956E-5
EGFR	PLD1	2.653153941943956E-5
EGFR	AP2B1	2.653153941943956E-5
EGFR	CC2D1A	2.653153941943956E-5
EGFR	RIPK1	2.653153941943956E-5
EGFR	SRC	2.653153941943956E-5
EGFR	KRT18	2.653153941943956E-5
EGFR	ATXN2	2.653153941943956E-5
CDC16	ANAPC4	2.7349488386114572E-5
CDC16	CDC27	2.7349488386114572E-5
CDC16	FZR1	2.7349488386114572E-5
CDC16	ANAPC10	2.7349488386114572E-5
CDC16	CDC23	2.7349488386114572E-5
CDC16	ANAPC5	2.7349488386114572E-5
CDC16	ANAPC1	2.7349488386114572E-5
CDC16	ANAPC2	2.7349488386114572E-5
CDC16	ANAPC7	2.7349488386114572E-5
CDC16	SMAD2	2.7349488386114572E-5
CDC16	SKIL	2.7349488386114572E-5
CDC16	SMAD3	2.7349488386114572E-5
CDC27	ANAPC4	2.7349488386114585E-5
CDC27	FZR1	2.7349488386114585E-5
CDC27	ANAPC10	2.7349488386114585E-5
CDC27	CDC23	2.7349488386114585E-5
CDC27	ANAPC5	2.7349488386114585E-5
CDC27	CDC16	2.7349488386114585E-5
CDC27	ANAPC1	2.7349488386114585E-5
CDC27	ANAPC2	2.7349488386114585E-5
CDC27	ANAPC7	2.7349488386114585E-5
CDC27	SMAD2	2.7349488386114585E-5
CDC27	SKIL	2.7349488386114585E-5
CDC27	SMAD3	2.7349488386114585E-5
RALGDS	HRAS	2.7700034980881397E-5
RALGDS	RAP1A	2.7700034980881397E-5
MAPK1	JUND	2.9923447542460287E-5
MAPK1	FRS3	2.9923447542460287E-5
MAPK1	STAT3	2.9923447542460287E-5
MAPK1	JUN	2.9923447542460287E-5
MAPK1	RPS6KA1	2.9923447542460287E-5
MAPK1	PEBP1	2.9923447542460287E-5
MAPK1	ELK1	2.9923447542460287E-5
MAPK1	FRS2	2.9923447542460287E-5
MAPK1	SNCA	2.9923447542460287E-5
MAPK1	KLF11	2.9923447542460287E-5
MAPK1	MAP2K1	2.9923447542460287E-5
MAPK1	PTPN5	2.9923447542460287E-5
MAPK1	RPS6KA2	2.9923447542460287E-5
MAPK1	SMAD2	2.9923447542460287E-5
MAPK1	RPS6KA5	2.9923447542460287E-5
MAPK1	RPS6KA3	2.9923447542460287E-5
MAPK1	SMAD3	2.9923447542460287E-5
MAPK1	EGFR	2.9923447542460287E-5
MAPK1	PTPRR	2.9923447542460287E-5
MAPK1	TNIP1	2.9923447542460287E-5
MAPK1	MAP2K2	2.9923447542460287E-5
MAPK1	TGIF1	2.9923447542460287E-5
MAPK1	CASP9	2.9923447542460287E-5
MAPK1	SH2D3C	2.9923447542460287E-5
MAPK1	CAV1	2.9923447542460287E-5
MAPK1	MAPK14	2.9923447542460287E-5
RBL2	HDAC1	3.7433896716151134E-5
RBL2	E2F4	3.7433896716151134E-5
RBL2	E2F5	3.7433896716151134E-5
RBL2	TFDP1	3.7433896716151134E-5
RBL1	E2F4	3.788880498989324E-5
RBL1	E2F5	3.788880498989324E-5
RBL1	SMAD4	3.788880498989324E-5
RBL1	CDK2	3.788880498989324E-5
RBL1	CCNE1	3.788880498989324E-5
RBL1	SMAD3	3.788880498989324E-5
RBL1	TFDP1	3.788880498989324E-5
CCNE1	CDK2	4.347314892319356E-5
CCNE1	RBL1	4.347314892319356E-5
E2F4	TFDP2	4.4669860960113046E-5
E2F4	RBL2	4.4669860960113046E-5
E2F4	E2F5	4.4669860960113046E-5
E2F4	SMAD4	4.4669860960113046E-5
E2F4	RBL1	4.4669860960113046E-5
E2F4	RB1	4.4669860960113046E-5
E2F4	SMAD3	4.4669860960113046E-5
E2F4	TFDP1	4.4669860960113046E-5
RAB5A	USP6NL	4.66017730740188E-5
RAB5A	RIN1	4.66017730740188E-5
RIN1	RAB5A	4.660177307401882E-5
TFDP1	E2F4	4.7945565896293776E-5
TFDP1	RBL2	4.7945565896293776E-5
TFDP1	E2F5	4.7945565896293776E-5
TFDP1	SMAD4	4.7945565896293776E-5
TFDP1	RBL1	4.7945565896293776E-5
TFDP1	SMAD3	4.7945565896293776E-5
E2F5	E2F4	4.794556589629378E-5
E2F5	RBL2	4.794556589629378E-5
E2F5	SMAD4	4.794556589629378E-5
E2F5	RBL1	4.794556589629378E-5
E2F5	SMAD3	4.794556589629378E-5
E2F5	TFDP1	4.794556589629378E-5
PRKCZ	MAPK7	4.796269427978196E-5
PRKCZ	PEBP1	4.796269427978196E-5
PRKCZ	RICTOR	4.796269427978196E-5
PRKCZ	EGFR	4.796269427978196E-5
PRKCZ	MAP2K5	4.796269427978196E-5
CDKN1A	CCND1	4.898025383799911E-5
CDKN1A	CDK2	4.898025383799911E-5
CDK2	CCND1	5.1291230429814045E-5
CDK2	CDKN1A	5.1291230429814045E-5
CDK2	RBL1	5.1291230429814045E-5
CDK2	CCNE1	5.1291230429814045E-5
CDK2	RB1	5.1291230429814045E-5
MAPK3	JUND	5.713448129385383E-5
MAPK3	RPS6KA3	5.713448129385383E-5
MAPK3	MAP2K3	5.713448129385383E-5
MAPK3	STAT3	5.713448129385383E-5
MAPK3	JUN	5.713448129385383E-5
MAPK3	RPS6KA1	5.713448129385383E-5
MAPK3	PTPRR	5.713448129385383E-5
MAPK3	MAP2K2	5.713448129385383E-5
MAPK3	TGIF1	5.713448129385383E-5
MAPK3	PTPN11	5.713448129385383E-5
MAPK3	CASP9	5.713448129385383E-5
MAPK3	ELK1	5.713448129385383E-5
MAPK3	CAV1	5.713448129385383E-5
MAPK3	MAP2K1	5.713448129385383E-5
MAPK3	PTPN5	5.713448129385383E-5
MAPK3	MAPK14	5.713448129385383E-5
MAPK3	RPS6KA2	5.713448129385383E-5
NFYB	NFYA	5.860910099727528E-5
NFYB	NFYC	5.860910099727528E-5
NFYA	NFYB	5.86091009972753E-5
NFYA	NFYC	5.86091009972753E-5
PEBP1	MAPK1	5.955821323825537E-5
PEBP1	MAP2K1	5.955821323825537E-5
PEBP1	RAF1	5.955821323825537E-5
PTK6	KHDRBS1	6.168582915019702E-5
PTK6	PXN	6.168582915019702E-5
PTK6	EGFR	6.168582915019702E-5
PTK6	ANKS1A	6.168582915019702E-5
KSR1	RAF1	6.276829470588913E-5
RFXANK	RAF1	6.276829470588919E-5
CITED1	CREBBP	7.045814225322773E-5
CITED1	EP300	7.045814225322773E-5
CITED1	SMAD4	7.045814225322773E-5
CITED1	HSPA8	7.045814225322773E-5
SMAD2	ZEB2	7.139624857566001E-5
SMAD2	TP73	7.139624857566001E-5
SMAD2	PML	7.139624857566001E-5
SMAD2	SKI	7.139624857566001E-5
SMAD2	TGFBR1	7.139624857566001E-5
SMAD2	SNW1	7.139624857566001E-5
SMAD2	DAB2	7.139624857566001E-5
SMAD2	FOXH1	7.139624857566001E-5
SMAD2	CDC16	7.139624857566001E-5
SMAD2	SOX9	7.139624857566001E-5
SMAD2	NFYC	7.139624857566001E-5
SMAD2	WWP1	7.139624857566001E-5
SMAD2	EP300	7.139624857566001E-5
SMAD2	MEF2C	7.139624857566001E-5
SMAD2	DVL1	7.139624857566001E-5
SMAD2	TGIF1	7.139624857566001E-5
SMAD2	NEDD4L	7.139624857566001E-5
SMAD2	KAT2B	7.139624857566001E-5
SMAD2	STAMBPL1	7.139624857566001E-5
SMAD2	MYC	7.139624857566001E-5
SMAD2	LEF1	7.139624857566001E-5
SMAD2	TRIM33	7.139624857566001E-5
SMAD2	ING2	7.139624857566001E-5
SMAD2	CDC27	7.139624857566001E-5
SMAD2	EID2	7.139624857566001E-5
SMAD2	MEF2A	7.139624857566001E-5
SMAD2	RUNX2	7.139624857566001E-5
SMAD2	AXIN1	7.139624857566001E-5
SMAD2	FOXO3	7.139624857566001E-5
SMAD2	ZFYVE9	7.139624857566001E-5
SMAD2	SMURF2	7.139624857566001E-5
SMAD2	ESR1	7.139624857566001E-5
SMAD2	HDAC1	7.139624857566001E-5
SMAD2	ERBB2IP	7.139624857566001E-5
SMAD2	NUP153	7.139624857566001E-5
SMAD2	NUP214	7.139624857566001E-5
SMAD2	SMAD4	7.139624857566001E-5
SMAD2	RNF111	7.139624857566001E-5
SMAD2	JUN	7.139624857566001E-5
SMAD2	SKIL	7.139624857566001E-5
SMAD2	PARD3	7.139624857566001E-5
SMAD2	PDPK1	7.139624857566001E-5
SMAD2	SMAD3	7.139624857566001E-5
SMAD2	WWTR1	7.139624857566001E-5
SMAD2	DYNLRB1	7.139624857566001E-5
SMAD2	SP1	7.139624857566001E-5
SMAD2	SNIP1	7.139624857566001E-5
SMAD2	TGFBR2	7.139624857566001E-5
SMAD2	ZEB1	7.139624857566001E-5
SMAD2	STRAP	7.139624857566001E-5
SMAD2	PPM1A	7.139624857566001E-5
SMAD2	TP53	7.139624857566001E-5
SMAD2	HGS	7.139624857566001E-5
PTPRR	MAPK1	7.456131780226036E-5
PTPRR	MAPK3	7.456131780226036E-5
PTPRR	MAPK7	7.456131780226036E-5
MAP2K1	MAPK1	7.512155602891187E-5
MAP2K1	MAP3K1	7.512155602891187E-5
MAP2K1	MAPK3	7.512155602891187E-5
MAP2K1	PEBP1	7.512155602891187E-5
MAP2K1	EGFR	7.512155602891187E-5
MAP2K1	RAF1	7.512155602891187E-5
MAP2K1	MAPK14	7.512155602891187E-5
HRAS	MAP3K1	7.894509969551197E-5
HRAS	PLCE1	7.894509969551197E-5
HRAS	RALGDS	7.894509969551197E-5
HRAS	RAF1	7.894509969551197E-5
TGIF1	HDAC1	8.397137593055326E-5
TGIF1	FOXH1	8.397137593055326E-5
TGIF1	PML	8.397137593055326E-5
TGIF1	IRF2BP1	8.397137593055326E-5
TGIF1	SMAD4	8.397137593055326E-5
TGIF1	JUN	8.397137593055326E-5
TGIF1	SMAD2	8.397137593055326E-5
BCAR1	CRK	8.773678672516406E-5
BCAR1	TGFBR	8.773678672516406E-5
BCAR1	SMAD3	8.773678672516406E-5
PRKCG	PEBP1	8.933731985738305E-5
PLD2	RALA	8.974169079123135E-5
PLD2	PLCG1	8.974169079123135E-5
PLD2	PRKCA	8.974169079123135E-5
PLD2	CDK5	8.974169079123135E-5
PLD2	EGFR	8.974169079123135E-5
PLD2	PLD1	8.974169079123135E-5
PLD2	STXBP1	8.974169079123135E-5
EP300	SKI	1.0138809189821312E-4
EP300	NCOA1	1.0138809189821312E-4
EP300	SNIP1	1.0138809189821312E-4
EP300	SMAD4	1.0138809189821312E-4
EP300	CITED1	1.0138809189821312E-4
EP300	SMAD2	1.0138809189821312E-4
EP300	SKIL	1.0138809189821312E-4
EP300	SMAD3	1.0138809189821312E-4
EP300	SMAD7	1.0138809189821312E-4
NCOA3	PTK2	1.0192823587958335E-4
NCOA3	PAK1	1.0192823587958335E-4
PTPN11	HSPA4	1.0807236703157086E-4
PTPN11	SMU1	1.0807236703157086E-4
PTPN11	VAV2	1.0807236703157086E-4
PTPN11	CD59	1.0807236703157086E-4
PTPN11	GRB2	1.0807236703157086E-4
PTPN11	KRT17	1.0807236703157086E-4
PTPN11	CBLB	1.0807236703157086E-4
PTPN11	SHC1	1.0807236703157086E-4
PTPN11	AP2A1	1.0807236703157086E-4
PTPN11	FRS2	1.0807236703157086E-4
PTPN11	HIST3H3	1.0807236703157086E-4
PTPN11	IQGAP1	1.0807236703157086E-4
PTPN11	SNRPD2	1.0807236703157086E-4
PTPN11	KRT8	1.0807236703157086E-4
PTPN11	GAB2	1.0807236703157086E-4
PTPN11	RACGAP1	1.0807236703157086E-4
PTPN11	ANXA2	1.0807236703157086E-4
PTPN11	GAB1	1.0807236703157086E-4
PTPN11	KRT7	1.0807236703157086E-4
PTPN11	EGFR	1.0807236703157086E-4
PTPN11	EPPK1	1.0807236703157086E-4
PTPN11	PIK3R1	1.0807236703157086E-4
PTPN11	GAREM	1.0807236703157086E-4
PTPN11	SOS1	1.0807236703157086E-4
PTPN11	PLEC	1.0807236703157086E-4
PTPN11	PXN	1.0807236703157086E-4
PTPN11	VAV3	1.0807236703157086E-4
PTPN11	AP2B1	1.0807236703157086E-4
PTPN11	MPRIP	1.0807236703157086E-4
PTPN11	KRT18	1.0807236703157086E-4
PTPN11	AP2S1	1.0807236703157086E-4
AKT1	EGFR	1.0969805698718346E-4
AKT1	FOXO4	1.0969805698718346E-4
AKT1	PDPK1	1.0969805698718346E-4
AKT1	CC2D1A	1.0969805698718346E-4
AKT1	FOXO1	1.0969805698718346E-4
AKT1	RAF1	1.0969805698718346E-4
AKT1	STAT1	1.0969805698718346E-4
CCND1	CDKN1A	1.1043563130230642E-4
