#tail	head	KSP index
SDC2	TGFB1	550
E2F4	TFDP2	551
DAB2	SMAD3	552
SMAD3	ETS1	553
SDC2	TGFB1	554
SMAD4	DCP1A	555
SMAD3	OLIG1	556
STRAP	EWSR1	557
ITGB3	TGFBR2	558
TGFBR1	SMURF2	559
TGFBR1	SMAD6	560
STRAP	SMAD3	561
ITGB3	TGFBR2	562
SMAD2	SMAD4	563
ITGB3	TGFBR2	564
SMAD2	TP53	565
SMAD2	MEF2C	566
SDC2	TGFB1	567
TGFBR1	SMAD3	568
TGFBR2	SMAD2	569
SDC2	TGFB1	570
SMAD2	FOXH1	571
SMAD4	JUNB	572
EP300	CITED1	573
ITGB3	TGFBR2	574
SDC2	TGFB1	575
TGFBR2	SMAD2	576
POLD1	RB1	577
ITGB1	TGFBR2	578
SMAD4	E2F5	579
SDC2	TGFB1	580
TGFBR2	SMAD2	581
TGFB1	TGFBR1	582
ITGB3	TGFBR2	583
SMAD2	TRIM33	584
TGFBR2	SMAD2	585
TGFB1	TGFBR2	586
SMAD2	SMAD4	587
TGFB1	TGFBR1	588
SMAD2	JUN	589
ITGB1	TGFBR2	590
TGFBR1	SMAD2	591
TGFBR1	SMAD2	592
SMAD3	JUNB	593
TGFBR2	CTNNB1	594
TGFB1	TGFBR1	595
TGFBR1	SMAD2	596
SMAD2	ZEB2	597
SDC2	TGFB1	598
TGFBR1	SMAD2	599
TGFBR2	CTNNB1	600
TGFBR1	SMAD3	601
TGFBR2	STRAP	602
ITGB3	TGFBR2	603
SMAD2	SMAD4	604
TGFBR2	SMAD2	605
POLD1	RB1	606
SMAD2	EP300	607
SMAD2	JUN	608
SMAD2	SMAD4	609
POLD1	RB1	610
DAB2	SMAD3	611
SMAD3	E2F4	612
TGFBR2	STRAP	613
SMAD3	AR	614
TGFBR2	SMAD2	615
ITGB1	TGFBR2	616
TGFBR2	SMAD2	617
SDC2	TGFB1	618
DAB2	SMAD3	619
EP300	NCOA1	620
SMAD7	ITCH	621
SMAD2	WWTR1	622
SMAD2	SMAD4	623
TGFBR1	SMAD3	624
SDC2	TGFB1	625
NFYC	NFYB	626
TGFBR1	SMAD7	627
STRAP	SMAD3	628
SMAD4	CTCF	629
ITGB1	TGFBR2	630
TGFBR2	DAB2	631
ITGB1	TGFBR2	632
SDC2	TGFB1	633
TGFB1	TGFBR1	634
SMAD2	ESR1	635
TGFBR2	POLD1	636
TGFBR1	SMAD3	637
TGFBR2	SMAD2	638
TGFBR1	SMAD3	639
SMAD2	MYC	640
ITGB3	TGFBR2	641
STRAP	SMAD3	642
TGFBR2	STRAP	643
SMAD3	WWTR1	644
TGFBR1	WWP1	645
TGFBR2	WWP1	646
SDC2	TGFB1	647
ITGB1	TGFBR2	648
SMAD7	COPS5	649
TGFB1	TGFBR1	650
TGFBR2	SMAD2	651
SMAD3	TP73	652
ITGB3	TGFBR2	653
SMAD3	ESR1	654
TGFBR1	SMAD7	655
TGFBR1	SMAD3	656
ITGB1	TGFBR2	657
TGFBR2	SMAD7	658
TGFB1	TGFBR2	659
TGFB1	TGFBR1	660
STRAP	SMAD3	661
TGFBR2	SMAD7	662
TGFBR2	POLD1	663
TGFBR1	SMURF2	664
SMAD3	CREBBP	665
STRAP	SMAD3	666
SMAD3	E2F4	667
TGFBR2	SMAD7	668
TGFBR1	SMAD2	669
SMAD7	COPS5	670
TGFBR1	SMAD3	671
TGFBR2	SMAD2	672
HDAC1	RBL2	673
TGFBR2	SMAD2	674
SMAD2	ESR1	675
SMAD3	FOXH1	676
SMAD3	JUND	677
TGFBR2	SMAD2	678
STRAP	SMAD3	679
ITGB1	TGFBR2	680
SMAD3	BRCA1	681
TGFBR2	CTNNB1	682
TGFBR2	SMAD2	683
ITGB1	TGFBR2	684
STRAP	SMAD3	685
TGFBR1	SMAD3	686
ITGB1	TGFBR2	687
TGFB1	TGFBR1	688
POLD1	RB1	689
SMAD4	FOS	690
SMAD2	RUNX2	691
TGFBR2	STRAP	692
TGFB1	TGFBR1	693
SMAD4	CTCF	694
TGFBR1	SMAD2	695
SMAD2	SNW1	696
SMAD2	TGIF1	697
POLD1	RB1	698
TGFB1	TGFBR1	699
STRAP	SMAD3	700
TGFBR2	SMAD2	701
TGFBR2	SMAD2	702
TGFBR2	SMAD2	703
TGFBR2	SMAD2	704
TGFBR2	POLD1	705
TGFB1	TGFBR1	706
TGFBR2	STRAP	707
ITGB3	TGFBR2	708
SMAD2	SMAD4	709
TGFBR1	SMAD3	710
TGFBR2	SMAD7	711
TGFBR2	SMAD2	712
TGFBR1	SMAD3	713
SMAD7	EP300	714
SMAD2	HDAC1	715
TGFBR1	SMAD3	716
TGFBR2	SMAD2	717
SMAD2	SMAD4	718
MAPK14	ATF2	719
SMAD2	NFYC	720
ITGB1	TGFBR2	721
TGFBR1	SMAD2	722
NFYC	NFYA	723
TGFBR2	SMAD2	724
TGFBR2	DAXX	725
TGFBR2	SMAD2	726
TGFBR2	SMAD2	727
SMAD3	FOXO3	728
FOXH1	FOXG1	729
SMAD7	MAPK14	730
SDC2	TGFB1	731
NFYC	NFYA	732
TGFBR1	SMAD3	733
SMAD3	DDX5	734
SMAD3	RUNX2	735
SMAD2	MEF2A	736
SMAD2	TP73	737
SMAD3	CTCF	738
TGFB1	TGFBR2	739
TGFBR2	SMAD2	740
SDC2	TGFB1	741
TGFB1	TGFBR1	742
TGFBR1	SMAD3	743
SDC2	TGFB1	744
SMAD4	RUNX3	745
TGFB1	TGFBR1	746
TGFB1	TGFBR1	747
TGFB1	TGFBR1	748
TGFBR2	DAB2	749
TGFBR1	SMAD3	750
ITGB1	TGFBR2	751
SMAD2	NFYC	752
TGFBR1	SMAD3	753
SMAD3	SOX9	754
TGFBR2	SMAD2	755
SMAD3	FOSB	756
TGFBR1	SMAD3	757
TGFBR2	DAB2	758
STRAP	SMAD3	759
TGFBR1	SMAD3	760
SMAD2	SMAD4	761
TGFBR2	SMAD2	762
STRAP	SMAD3	763
TGFBR1	SMAD3	764
TGFBR1	SMAD2	765
SMAD3	CREBBP	766
TGFBR2	SMAD2	767
SMAD2	TRIM33	768
ITGB1	TGFBR2	769
SMAD2	ZEB2	770
ITGB3	TGFBR2	771
SMAD3	SKI	772
SDC2	TGFB1	773
DAB2	SMAD3	774
TGFBR1	SMAD3	775
CTNNB1	SMAD4	776
TGFBR2	SMAD2	777
TRAP1	SMAD4	778
SMAD2	TP53	779
SMAD3	E2F5	780
STRAP	EWSR1	781
SMAD3	FOXO1	782
TGFBR2	DAB2	783
SMAD3	FOXH1	784
SMAD3	HNF4A	785
MAPK14	ATF2	786
SMAD2	SMAD4	787
TGFBR2	SMAD2	788
TGFBR2	SMAD2	789
TGFBR1	SMAD7	790
SMAD2	NFYC	791
TGFBR2	SMAD2	792
FOXH1	FOXG1	793
SMAD2	SMAD4	794
SMAD3	E2F4	795
TGFBR2	POLD1	796
ITGB3	TGFBR2	797
TGFBR2	CTNNB1	798
TGFBR2	SMAD7	799
TGFB1	TGFBR2	800
E2F4	TFDP2	801
SDC2	TGFB1	802
TGFBR2	SMAD2	803
ITGB1	TGFBR2	804
STRAP	SMAD3	805
TGFBR2	SMAD2	806
ITGB3	TGFBR2	807
TGFBR1	TRAP1	808
TGFBR1	SMAD2	809
SMAD2	ING2	810
SDC2	TGFB1	811
TGFBR2	SMAD2	812
SMAD2	TGIF1	813
SMAD2	SKI	814
TGFBR2	SMAD2	815
TGFBR1	SMAD3	816
TGFBR2	SMAD2	817
TGFBR2	DAB2	818
SMAD2	SMAD4	819
SMAD2	ESR1	820
SMAD2	MYC	821
ITGB3	TGFBR2	822
SMAD2	EP300	823
SMAD2	FOXH1	824
ITGB1	TGFBR2	825
SMAD2	NFYC	826
TGFBR2	SMAD7	827
SMAD2	ING2	828
SMAD3	RBL1	829
SDC2	TGFB1	830
TGFBR2	SMAD2	831
ITGB3	TGFBR2	832
STRAP	EWSR1	833
TGFBR2	SMAD7	834
SMAD7	TCF4	835
SDC2	TGFB1	836
SMAD3	RBL1	837
ITGB3	TGFBR2	838
SMAD3	NFYC	839
ITGB1	TGFBR2	840
TGFBR2	STRAP	841
TGFBR2	SMURF2	842
TGFBR2	STRAP	843
SMAD2	ING2	844
TGFB1	TGFBR1	845
TGFB1	TGFBR1	846
TGFBR2	SMAD2	847
TGFBR2	SMAD2	848
ITGB3	TGFBR2	849
TGFBR2	SMAD2	850
SMAD4	DCP1A	851
ITGB1	TGFBR2	852
TGFBR1	SMAD2	853
TGFBR2	STRAP	854
SMAD4	DCP1A	855
SMAD7	COPS5	856
TGFBR1	DAB2	857
TGFBR1	SMAD7	858
TGFBR1	SMAD3	859
SMAD2	SMAD4	860
POLD1	RB1	861
TGFB1	TGFBR1	862
SDC2	TGFB1	863
TGFBR2	SMAD2	864
SMAD2	ZEB2	865
TGFBR1	SMAD3	866
TGFBR2	SMAD2	867
SDC2	TGFB1	868
TGFBR2	STRAP	869
ITGB3	TGFBR2	870
SDC2	TGFB1	871
TGFBR2	SMAD2	872
TGFBR2	SMAD2	873
EP300	CITED1	874
TGFBR2	SMAD2	875
TGFB1	TGFBR1	876
SMAD2	SMAD4	877
TGFBR1	SMAD7	878
ZFYVE9	PML	879
SMAD2	SNIP1	880
SMAD2	SMAD4	881
ITGB1	TGFBR2	882
TGFB1	TGFBR1	883
SMAD7	CTNNB1	884
TGFBR2	POLD1	885
SDC2	TGFB1	886
TGFBR1	SMAD3	887
TGFBR2	STRAP	888
SMAD2	NFYC	889
SDC2	TGFB1	890
CTNNB1	LEF1	891
TGFB1	TGFBR1	892
SMAD3	JUN	893
SMAD2	EP300	894
TGFBR2	STRAP	895
TGFBR2	SMAD7	896
ITGB1	TGFBR2	897
SMAD2	SKI	898
TGFB1	TGFBR1	899
SMAD3	SP1	900
TGFBR2	SMAD2	901
STRAP	SMAD3	902
SMAD2	HDAC1	903
SMAD3	SNW1	904
SMAD2	EP300	905
SMAD3	FOXO4	906
ITGB1	TGFBR2	907
ITGB3	TGFBR2	908
ITGB1	TGFBR2	909
SDC2	TGFB1	910
ITGB3	TGFBR2	911
ITGB1	TGFBR2	912
SMAD2	SNIP1	913
TGFB1	TGFBR1	914
SMAD2	SP1	915
TGFBR2	SMAD2	916
SMAD3	VDR	917
SMAD2	SMAD4	918
TGFBR1	SMAD3	919
SMAD3	TRIM33	920
ITGB3	TGFBR2	921
SDC2	TGFB1	922
SMAD7	MAPK14	923
TGFBR2	STRAP	924
TGFBR2	SMAD2	925
SDC2	TGFB1	926
SMAD2	SMAD4	927
SMAD2	NFYC	928
TGFBR1	SMAD3	929
SMAD7	ITCH	930
TRAP1	SMAD4	931
SDC2	TGFB1	932
ITGB3	TGFBR2	933
SMAD3	SKI	934
TGFB1	TGFBR1	935
TGFBR2	SMAD2	936
STRAP	EWSR1	937
ITGB3	TGFBR2	938
SMAD2	EP300	939
SMAD2	NFYC	940
TGFBR1	SMAD3	941
TGFBR1	SMAD2	942
TGFBR1	SMAD2	943
TGFBR2	DAXX	944
TGFB1	TGFBR1	945
TGFBR1	SMAD7	946
STRAP	SMAD3	947
ITGB1	TGFBR2	948
TGFBR1	STRAP	949
TGFBR2	STRAP	950
ITGB1	TGFBR2	951
TGFBR2	DAXX	952
ITGB3	TGFBR2	953
EP300	NCOA1	954
ITGB3	TGFBR2	955
TGFBR2	SMAD2	956
TGFBR2	SMAD2	957
SMAD4	HOXA9	958
ITGB1	TGFBR2	959
SDC2	TGFB1	960
SMAD2	RUNX2	961
TGFB1	TGFBR1	962
SMAD3	CTCF	963
ITGB1	TGFBR2	964
TGFBR1	SMAD3	965
TGFBR2	STRAP	966
HDAC1	RBL2	967
SMAD3	RUNX1	968
TGFB1	TGFBR1	969
SMAD2	FOXO3	970
STRAP	SMAD3	971
TGFBR2	SMAD2	972
TGFB1	TGFBR1	973
SMAD3	ATF3	974
TGFBR2	SMAD2	975
TGFBR1	SMAD7	976
TGFBR1	SMURF2	977
ITGB3	TGFBR2	978
SMAD2	PML	979
SDC2	TGFB1	980
SMAD3	TP73	981
TGFBR2	SMAD2	982
SMAD3	E2F5	983
SMAD3	VDR	984
POLD1	RB1	985
SMAD2	PML	986
SMAD3	RUNX1	987
TGFB1	TGFBR1	988
SMAD4	FOXO1	989
SMAD4	HNF4A	990
ITGB1	TGFBR2	991
TGFBR2	STRAP	992
ITGB3	TGFBR2	993
SMAD7	EP300	994
TGFB1	TGFBR1	995
TGFB1	TGFBR1	996
TGFBR2	SMAD2	997
SMAD3	VDR	998
ITGB1	TGFBR2	999
SDC2	TGFB1	1000
TGFBR2	POLD1	1001
TGFBR2	SMAD2	1002
SMAD2	HDAC1	1003
SMAD2	SNW1	1004
SMAD3	RUNX3	1005
TGFBR1	SMAD3	1006
STRAP	SMAD3	1007
STRAP	SMAD3	1008
HDAC1	RBL2	1009
TGFBR2	DAXX	1010
SMAD2	ING2	1011
SDC2	TGFB1	1012
TGFBR1	SMAD3	1013
SMAD2	ZEB1	1014
TGFB1	TGFBR1	1015
