#tail	head	KSP index
SMAD7	TGFBR2	953
POLD1	TGFBR2	954
RUNX1	SMAD3	955
TRAP1	TGFBR2	956
NCOA1	EP300	957
SMAD7	TGFBR2	958
STRAP	TGFBR2	959
SMAD3	TGFBR1	960
SMAD3	TGFBR1	961
CITED1	EP300	962
SMAD4	ZFYVE16	963
SMAD7	TGFBR2	964
ETS1	SMAD3	965
TGFBR2	TGFBR3	966
DYNLRB2	TGFBR2	967
SMAD2	TGFBR2	968
EWSR1	STRAP	969
FOXO4	SMAD3	970
TGFBR3	SDC2	971
SMAD6	TGFBR1	972
AR	SMAD3	973
SMAD2	TGFBR2	974
SMAD2	TGFBR2	975
SMAD3	TGFBR1	976
TGFBR2	ITGB3	977
SMURF2	TGFBR2	978
ZFYVE9	TGFBR2	979
ESR1	SMAD2	980
SNW1	SMAD2	981
SNIP1	SMAD2	982
SMAD3	TGFBR1	983
SMAD3	TGFBR1	984
TGFBR2	ITGB1	985
SMAD2	TGFBR2	986
TGFBR2	ITGB1	987
SMAD2	TGFBR2	988
SMAD3	DYNLRB2	989
LEF1	SMAD7	990
SMAD4	TRAP1	991
ZFYVE16	TGFBR1	992
TGFBR2	ITGB3	993
SMAD3	TGFBR1	994
SMAD2	TGFBR2	995
TGFBR2	ITGB1	996
SKI	SMAD2	997
TGFBR1	TGF
