tail	head	edge flux
AP2A1	MPRIP	4.22810495690193E-8
AP2A1	KRT18	4.22810495690193E-8
AP2A1	AP2S1	4.22810495690193E-8
IQGAP1	SMU1	4.621434469631138E-8
IQGAP1	KRT7	4.621434469631138E-8
IQGAP1	VAV2	4.621434469631138E-8
IQGAP1	EGFR	4.621434469631138E-8
IQGAP1	CD59	4.621434469631138E-8
IQGAP1	GRB2	4.621434469631138E-8
IQGAP1	KRT17	4.621434469631138E-8
IQGAP1	EPPK1	4.621434469631138E-8
IQGAP1	CBLB	4.621434469631138E-8
IQGAP1	SOS1	4.621434469631138E-8
IQGAP1	PLEC	4.621434469631138E-8
IQGAP1	PTPN11	4.621434469631138E-8
IQGAP1	SHC1	4.621434469631138E-8
IQGAP1	VAV3	4.621434469631138E-8
IQGAP1	AP2A1	4.621434469631138E-8
IQGAP1	AP2B1	4.621434469631138E-8
IQGAP1	BRAF	4.621434469631138E-8
IQGAP1	HIST3H3	4.621434469631138E-8
IQGAP1	SNRPD2	4.621434469631138E-8
IQGAP1	KRT8	4.621434469631138E-8
IQGAP1	MPRIP	4.621434469631138E-8
IQGAP1	KRT18	4.621434469631138E-8
IQGAP1	RACGAP1	4.621434469631138E-8
IQGAP1	AP2S1	4.621434469631138E-8
VAV3	SMU1	4.674556841867734E-8
VAV3	VAV2	4.674556841867734E-8
VAV3	CD59	4.674556841867734E-8
VAV3	GRB2	4.674556841867734E-8
VAV3	KRT17	4.674556841867734E-8
VAV3	CBLB	4.674556841867734E-8
VAV3	PTPN11	4.674556841867734E-8
VAV3	SHC1	4.674556841867734E-8
VAV3	AP2A1	4.674556841867734E-8
VAV3	HIST3H3	4.674556841867734E-8
VAV3	IQGAP1	4.674556841867734E-8
VAV3	SNRPD2	4.674556841867734E-8
VAV3	KRT8	4.674556841867734E-8
VAV3	RACGAP1	4.674556841867734E-8
VAV3	KRT7	4.674556841867734E-8
VAV3	EGFR	4.674556841867734E-8
VAV3	EPPK1	4.674556841867734E-8
VAV3	PIK3R1	4.674556841867734E-8
VAV3	SOS1	4.674556841867734E-8
VAV3	PLCG1	4.674556841867734E-8
VAV3	PLEC	4.674556841867734E-8
VAV3	AP2B1	4.674556841867734E-8
VAV3	MPRIP	4.674556841867734E-8
VAV3	KRT18	4.674556841867734E-8
VAV3	AP2S1	4.674556841867734E-8
SMU1	KRT7	4.859184476428676E-8
SMU1	VAV2	4.859184476428676E-8
SMU1	EGFR	4.859184476428676E-8
SMU1	CD59	4.859184476428676E-8
SMU1	GRB2	4.859184476428676E-8
SMU1	KRT17	4.859184476428676E-8
SMU1	EPPK1	4.859184476428676E-8
SMU1	CBLB	4.859184476428676E-8
SMU1	SOS1	4.859184476428676E-8
SMU1	PLEC	4.859184476428676E-8
SMU1	PTPN11	4.859184476428676E-8
SMU1	SHC1	4.859184476428676E-8
SMU1	VAV3	4.859184476428676E-8
SMU1	AP2A1	4.859184476428676E-8
SMU1	AP2B1	4.859184476428676E-8
SMU1	HIST3H3	4.859184476428676E-8
SMU1	IQGAP1	4.859184476428676E-8
SMU1	SNRPD2	4.859184476428676E-8
SMU1	KRT8	4.859184476428676E-8
SMU1	MPRIP	4.859184476428676E-8
SMU1	KRT18	4.859184476428676E-8
SMU1	RACGAP1	4.859184476428676E-8
SMU1	AP2S1	4.859184476428676E-8
RACGAP1	SMU1	4.859184476428677E-8
RACGAP1	KRT7	4.859184476428677E-8
RACGAP1	VAV2	4.859184476428677E-8
RACGAP1	EGFR	4.859184476428677E-8
RACGAP1	CD59	4.859184476428677E-8
RACGAP1	GRB2	4.859184476428677E-8
RACGAP1	KRT17	4.859184476428677E-8
RACGAP1	EPPK1	4.859184476428677E-8
RACGAP1	CBLB	4.859184476428677E-8
RACGAP1	SOS1	4.859184476428677E-8
RACGAP1	PLEC	4.859184476428677E-8
RACGAP1	PTPN11	4.859184476428677E-8
RACGAP1	SHC1	4.859184476428677E-8
RACGAP1	VAV3	4.859184476428677E-8
RACGAP1	AP2A1	4.859184476428677E-8
RACGAP1	AP2B1	4.859184476428677E-8
RACGAP1	HIST3H3	4.859184476428677E-8
RACGAP1	IQGAP1	4.859184476428677E-8
RACGAP1	SNRPD2	4.859184476428677E-8
RACGAP1	KRT8	4.859184476428677E-8
RACGAP1	MPRIP	4.859184476428677E-8
RACGAP1	KRT18	4.859184476428677E-8
RACGAP1	AP2S1	4.859184476428677E-8
KRT17	SMU1	4.859184476428677E-8
KRT17	KRT7	4.859184476428677E-8
KRT17	VAV2	4.859184476428677E-8
KRT17	EGFR	4.859184476428677E-8
KRT17	CD59	4.859184476428677E-8
KRT17	GRB2	4.859184476428677E-8
KRT17	EPPK1	4.859184476428677E-8
KRT17	CBLB	4.859184476428677E-8
KRT17	SOS1	4.859184476428677E-8
KRT17	PLEC	4.859184476428677E-8
KRT17	PTPN11	4.859184476428677E-8
KRT17	SHC1	4.859184476428677E-8
KRT17	VAV3	4.859184476428677E-8
KRT17	AP2A1	4.859184476428677E-8
KRT17	AP2B1	4.859184476428677E-8
KRT17	HIST3H3	4.859184476428677E-8
KRT17	IQGAP1	4.859184476428677E-8
KRT17	SNRPD2	4.859184476428677E-8
KRT17	KRT8	4.859184476428677E-8
KRT17	MPRIP	4.859184476428677E-8
KRT17	KRT18	4.859184476428677E-8
KRT17	RACGAP1	4.859184476428677E-8
KRT17	AP2S1	4.859184476428677E-8
MPRIP	SMU1	4.859184476428678E-8
MPRIP	KRT7	4.859184476428678E-8
MPRIP	VAV2	4.859184476428678E-8
MPRIP	EGFR	4.859184476428678E-8
MPRIP	CD59	4.859184476428678E-8
MPRIP	GRB2	4.859184476428678E-8
MPRIP	KRT17	4.859184476428678E-8
MPRIP	EPPK1	4.859184476428678E-8
MPRIP	CBLB	4.859184476428678E-8
MPRIP	SOS1	4.859184476428678E-8
MPRIP	PLEC	4.859184476428678E-8
MPRIP	PTPN11	4.859184476428678E-8
MPRIP	SHC1	4.859184476428678E-8
MPRIP	VAV3	4.859184476428678E-8
MPRIP	AP2A1	4.859184476428678E-8
MPRIP	AP2B1	4.859184476428678E-8
MPRIP	HIST3H3	4.859184476428678E-8
MPRIP	IQGAP1	4.859184476428678E-8
MPRIP	SNRPD2	4.859184476428678E-8
MPRIP	KRT8	4.859184476428678E-8
MPRIP	KRT18	4.859184476428678E-8
MPRIP	RACGAP1	4.859184476428678E-8
MPRIP	AP2S1	4.859184476428678E-8
KRT7	SMU1	4.859184476428678E-8
KRT7	VAV2	4.859184476428678E-8
KRT7	EGFR	4.859184476428678E-8
KRT7	CD59	4.859184476428678E-8
KRT7	GRB2	4.859184476428678E-8
KRT7	KRT17	4.859184476428678E-8
KRT7	EPPK1	4.859184476428678E-8
KRT7	CBLB	4.859184476428678E-8
KRT7	SOS1	4.859184476428678E-8
KRT7	PLEC	4.859184476428678E-8
KRT7	PTPN11	4.859184476428678E-8
KRT7	SHC1	4.859184476428678E-8
KRT7	VAV3	4.859184476428678E-8
KRT7	AP2A1	4.859184476428678E-8
KRT7	AP2B1	4.859184476428678E-8
KRT7	HIST3H3	4.859184476428678E-8
KRT7	IQGAP1	4.859184476428678E-8
KRT7	SNRPD2	4.859184476428678E-8
KRT7	KRT8	4.859184476428678E-8
KRT7	MPRIP	4.859184476428678E-8
KRT7	KRT18	4.859184476428678E-8
KRT7	RACGAP1	4.859184476428678E-8
KRT7	AP2S1	4.859184476428678E-8
KRT8	SMU1	4.859184476428679E-8
KRT8	KRT7	4.859184476428679E-8
KRT8	VAV2	4.859184476428679E-8
KRT8	EGFR	4.859184476428679E-8
KRT8	CD59	4.859184476428679E-8
KRT8	GRB2	4.859184476428679E-8
KRT8	KRT17	4.859184476428679E-8
KRT8	EPPK1	4.859184476428679E-8
KRT8	CBLB	4.859184476428679E-8
KRT8	SOS1	4.859184476428679E-8
KRT8	PLEC	4.859184476428679E-8
KRT8	PTPN11	4.859184476428679E-8
KRT8	SHC1	4.859184476428679E-8
KRT8	VAV3	4.859184476428679E-8
KRT8	AP2A1	4.859184476428679E-8
KRT8	AP2B1	4.859184476428679E-8
KRT8	HIST3H3	4.859184476428679E-8
KRT8	IQGAP1	4.859184476428679E-8
KRT8	SNRPD2	4.859184476428679E-8
KRT8	MPRIP	4.859184476428679E-8
KRT8	KRT18	4.859184476428679E-8
KRT8	RACGAP1	4.859184476428679E-8
KRT8	AP2S1	4.859184476428679E-8
PLEC	SMU1	4.859184476428679E-8
PLEC	KRT7	4.859184476428679E-8
PLEC	VAV2	4.859184476428679E-8
PLEC	EGFR	4.859184476428679E-8
PLEC	CD59	4.859184476428679E-8
PLEC	GRB2	4.859184476428679E-8
PLEC	KRT17	4.859184476428679E-8
PLEC	EPPK1	4.859184476428679E-8
PLEC	CBLB	4.859184476428679E-8
PLEC	SOS1	4.859184476428679E-8
PLEC	PTPN11	4.859184476428679E-8
PLEC	SHC1	4.859184476428679E-8
PLEC	VAV3	4.859184476428679E-8
PLEC	AP2A1	4.859184476428679E-8
PLEC	AP2B1	4.859184476428679E-8
PLEC	HIST3H3	4.859184476428679E-8
PLEC	IQGAP1	4.859184476428679E-8
PLEC	SNRPD2	4.859184476428679E-8
PLEC	KRT8	4.859184476428679E-8
PLEC	MPRIP	4.859184476428679E-8
PLEC	KRT18	4.859184476428679E-8
PLEC	RACGAP1	4.859184476428679E-8
PLEC	AP2S1	4.859184476428679E-8
EPPK1	SMU1	4.859184476428679E-8
EPPK1	KRT7	4.859184476428679E-8
EPPK1	VAV2	4.859184476428679E-8
EPPK1	EGFR	4.859184476428679E-8
EPPK1	CD59	4.859184476428679E-8
EPPK1	GRB2	4.859184476428679E-8
EPPK1	KRT17	4.859184476428679E-8
EPPK1	CBLB	4.859184476428679E-8
EPPK1	SOS1	4.859184476428679E-8
EPPK1	PLEC	4.859184476428679E-8
EPPK1	PTPN11	4.859184476428679E-8
EPPK1	SHC1	4.859184476428679E-8
EPPK1	VAV3	4.859184476428679E-8
EPPK1	AP2A1	4.859184476428679E-8
EPPK1	AP2B1	4.859184476428679E-8
EPPK1	HIST3H3	4.859184476428679E-8
EPPK1	IQGAP1	4.859184476428679E-8
EPPK1	SNRPD2	4.859184476428679E-8
EPPK1	KRT8	4.859184476428679E-8
EPPK1	MPRIP	4.859184476428679E-8
EPPK1	KRT18	4.859184476428679E-8
EPPK1	RACGAP1	4.859184476428679E-8
EPPK1	AP2S1	4.859184476428679E-8
KRT18	SMU1	4.859184476428679E-8
KRT18	KRT7	4.859184476428679E-8
KRT18	VAV2	4.859184476428679E-8
KRT18	EGFR	4.859184476428679E-8
KRT18	CD59	4.859184476428679E-8
KRT18	GRB2	4.859184476428679E-8
KRT18	KRT17	4.859184476428679E-8
KRT18	EPPK1	4.859184476428679E-8
KRT18	CBLB	4.859184476428679E-8
KRT18	SOS1	4.859184476428679E-8
KRT18	PLEC	4.859184476428679E-8
KRT18	PTPN11	4.859184476428679E-8
KRT18	SHC1	4.859184476428679E-8
KRT18	VAV3	4.859184476428679E-8
KRT18	AP2A1	4.859184476428679E-8
KRT18	AP2B1	4.859184476428679E-8
KRT18	HIST3H3	4.859184476428679E-8
KRT18	IQGAP1	4.859184476428679E-8
KRT18	SNRPD2	4.859184476428679E-8
KRT18	KRT8	4.859184476428679E-8
KRT18	MPRIP	4.859184476428679E-8
KRT18	RACGAP1	4.859184476428679E-8
KRT18	AP2S1	4.859184476428679E-8
AP2S1	SMU1	4.859184476428679E-8
AP2S1	KRT7	4.859184476428679E-8
AP2S1	VAV2	4.859184476428679E-8
AP2S1	EGFR	4.859184476428679E-8
AP2S1	CD59	4.859184476428679E-8
AP2S1	GRB2	4.859184476428679E-8
AP2S1	KRT17	4.859184476428679E-8
AP2S1	EPPK1	4.859184476428679E-8
AP2S1	CBLB	4.859184476428679E-8
AP2S1	SOS1	4.859184476428679E-8
AP2S1	PLEC	4.859184476428679E-8
AP2S1	PTPN11	4.859184476428679E-8
AP2S1	SHC1	4.859184476428679E-8
AP2S1	VAV3	4.859184476428679E-8
AP2S1	AP2A1	4.859184476428679E-8
AP2S1	AP2B1	4.859184476428679E-8
AP2S1	HIST3H3	4.859184476428679E-8
AP2S1	IQGAP1	4.859184476428679E-8
AP2S1	SNRPD2	4.859184476428679E-8
AP2S1	KRT8	4.859184476428679E-8
AP2S1	MPRIP	4.859184476428679E-8
AP2S1	KRT18	4.859184476428679E-8
AP2S1	RACGAP1	4.859184476428679E-8
CD59	SMU1	4.859184476428681E-8
CD59	KRT7	4.859184476428681E-8
CD59	VAV2	4.859184476428681E-8
CD59	EGFR	4.859184476428681E-8
CD59	GRB2	4.859184476428681E-8
CD59	KRT17	4.859184476428681E-8
CD59	EPPK1	4.859184476428681E-8
CD59	CBLB	4.859184476428681E-8
CD59	SOS1	4.859184476428681E-8
CD59	PLEC	4.859184476428681E-8
CD59	PTPN11	4.859184476428681E-8
CD59	SHC1	4.859184476428681E-8
CD59	VAV3	4.859184476428681E-8
CD59	AP2A1	4.859184476428681E-8
CD59	AP2B1	4.859184476428681E-8
CD59	HIST3H3	4.859184476428681E-8
CD59	IQGAP1	4.859184476428681E-8
CD59	SNRPD2	4.859184476428681E-8
CD59	KRT8	4.859184476428681E-8
CD59	MPRIP	4.859184476428681E-8
CD59	KRT18	4.859184476428681E-8
CD59	RACGAP1	4.859184476428681E-8
CD59	AP2S1	4.859184476428681E-8
ASAP1	REPS2	4.8599657536718984E-8
ASAP1	SH3KBP1	4.8599657536718984E-8
EGFR	PIK3R2	5.74854194050549E-8
EGFR	INPPL1	5.74854194050549E-8
EGFR	STAT3	5.74854194050549E-8
EGFR	CD59	5.74854194050549E-8
EGFR	CBLB	5.74854194050549E-8
EGFR	NCK1	5.74854194050549E-8
EGFR	EPS15	5.74854194050549E-8
EGFR	PTPN11	5.74854194050549E-8
EGFR	RASA1	5.74854194050549E-8
EGFR	RGS16	5.74854194050549E-8
EGFR	PLD2	5.74854194050549E-8
EGFR	SNRPD2	5.74854194050549E-8
EGFR	KRT8	5.74854194050549E-8
EGFR	RACGAP1	5.74854194050549E-8
EGFR	GAB1	5.74854194050549E-8
EGFR	JAK2	5.74854194050549E-8
EGFR	STAT5A	5.74854194050549E-8
EGFR	ADRBK1	5.74854194050549E-8
EGFR	KRT7	5.74854194050549E-8
EGFR	STAT5B	5.74854194050549E-8
EGFR	PPP2R3A	5.74854194050549E-8
EGFR	EPPK1	5.74854194050549E-8
EGFR	GAREM	5.74854194050549E-8
EGFR	NCK2	5.74854194050549E-8
EGFR	UBB	5.74854194050549E-8
EGFR	CBL	5.74854194050549E-8
EGFR	JAK1	5.74854194050549E-8
EGFR	ERBB3	5.74854194050549E-8
EGFR	TNK2	5.74854194050549E-8
EGFR	CAV1	5.74854194050549E-8
EGFR	CBLC	5.74854194050549E-8
EGFR	EGF	5.74854194050549E-8
EGFR	ERRFI1	5.74854194050549E-8
EGFR	SOS2	5.74854194050549E-8
EGFR	MPRIP	5.74854194050549E-8
EGFR	HTT	5.74854194050549E-8
EGFR	AP2S1	5.74854194050549E-8
EGFR	PRKCD	5.74854194050549E-8
EGFR	SMU1	5.74854194050549E-8
EGFR	PRKCA	5.74854194050549E-8
EGFR	IL17RD	5.74854194050549E-8
EGFR	PTK2	5.74854194050549E-8
EGFR	VAV2	5.74854194050549E-8
EGFR	GRB2	5.74854194050549E-8
EGFR	YWHAZ	5.74854194050549E-8
EGFR	CEACAM1	5.74854194050549E-8
EGFR	KRT17	5.74854194050549E-8
EGFR	AKT1	5.74854194050549E-8
EGFR	PLSCR1	5.74854194050549E-8
EGFR	MAPK1	5.74854194050549E-8
EGFR	SHC1	5.74854194050549E-8
EGFR	AP2A1	5.74854194050549E-8
EGFR	ATP5C1	5.74854194050549E-8
EGFR	FRS2	5.74854194050549E-8
EGFR	CSK	5.74854194050549E-8
EGFR	EPS8	5.74854194050549E-8
EGFR	HIST3H3	5.74854194050549E-8
EGFR	PDPK1	5.74854194050549E-8
EGFR	IQGAP1	5.74854194050549E-8
EGFR	MAP2K1	5.74854194050549E-8
EGFR	MAP3K14	5.74854194050549E-8
EGFR	PIK3C2B	5.74854194050549E-8
EGFR	PTK6	5.74854194050549E-8
EGFR	SOCS3	5.74854194050549E-8
EGFR	STAT1	5.74854194050549E-8
EGFR	SOCS1	5.74854194050549E-8
EGFR	ACTA2	5.74854194050549E-8
EGFR	VAV1	5.74854194050549E-8
EGFR	CRK	5.74854194050549E-8
EGFR	MT-CO2	5.74854194050549E-8
EGFR	GRB10	5.74854194050549E-8
EGFR	PRKAR1A	5.74854194050549E-8
EGFR	PAK1	5.74854194050549E-8
EGFR	PIK3R1	5.74854194050549E-8
EGFR	SH3BGRL	5.74854194050549E-8
EGFR	ARF4	5.74854194050549E-8
EGFR	PTPN6	5.74854194050549E-8
EGFR	SOS1	5.74854194050549E-8
EGFR	ERBB2	5.74854194050549E-8
EGFR	PLCG1	5.74854194050549E-8
EGFR	PLEC	5.74854194050549E-8
EGFR	PTPN1	5.74854194050549E-8
EGFR	STAMBP	5.74854194050549E-8
EGFR	VAV3	5.74854194050549E-8
EGFR	DOK2	5.74854194050549E-8
EGFR	PITPNA	5.74854194050549E-8
EGFR	PLD1	5.74854194050549E-8
EGFR	AP2B1	5.74854194050549E-8
EGFR	CC2D1A	5.74854194050549E-8
EGFR	RIPK1	5.74854194050549E-8
EGFR	SRC	5.74854194050549E-8
EGFR	KRT18	5.74854194050549E-8
EGFR	ATXN2	5.74854194050549E-8
CBL	PIK3R2	5.95011788879988E-8
CBL	ACTA2	5.95011788879988E-8
CBL	CRK	5.95011788879988E-8
CBL	MT-CO2	5.95011788879988E-8
CBL	VAV2	5.95011788879988E-8
CBL	EGFR	5.95011788879988E-8
CBL	GRB2	5.95011788879988E-8
CBL	YWHAZ	5.95011788879988E-8
CBL	PIK3R1	5.95011788879988E-8
CBL	CBLB	5.95011788879988E-8
CBL	SH3KBP1	5.95011788879988E-8
CBL	UBB	5.95011788879988E-8
CBL	SOS1	5.95011788879988E-8
CBL	PLCG1	5.95011788879988E-8
CBL	SHC1	5.95011788879988E-8
CBL	CRKL	5.95011788879988E-8
CBL	ATP5C1	5.95011788879988E-8
CBL	EGF	5.95011788879988E-8
CBL	ERRFI1	5.95011788879988E-8
CBL	SNRPD2	5.95011788879988E-8
CBL	SOS2	5.95011788879988E-8
CBL	SPRY2	5.95011788879988E-8
CBL	ABI1	5.95011788879988E-8
SH3KBP1	CBL	6.514339686655167E-8
SH3KBP1	SH3GL2	6.514339686655167E-8
SH3KBP1	ASAP1	6.514339686655167E-8
ANAPC2	ANAPC4	6.784483084486026E-8
ANAPC2	CDC27	6.784483084486026E-8
ANAPC2	FZR1	6.784483084486026E-8
ANAPC2	ANAPC10	6.784483084486026E-8
ANAPC2	CDC23	6.784483084486026E-8
ANAPC2	ANAPC5	6.784483084486026E-8
ANAPC2	CDC16	6.784483084486026E-8
ANAPC2	ANAPC1	6.784483084486026E-8
ANAPC2	ANAPC7	6.784483084486026E-8
ANAPC5	ANAPC4	6.784483084486026E-8
ANAPC5	CDC27	6.784483084486026E-8
ANAPC5	FZR1	6.784483084486026E-8
ANAPC5	ANAPC10	6.784483084486026E-8
ANAPC5	CDC23	6.784483084486026E-8
ANAPC5	CDC16	6.784483084486026E-8
ANAPC5	ANAPC1	6.784483084486026E-8
ANAPC5	ANAPC2	6.784483084486026E-8
ANAPC5	ANAPC7	6.784483084486026E-8
ANAPC1	ANAPC4	6.784483084486027E-8
ANAPC1	CDC27	6.784483084486027E-8
ANAPC1	FZR1	6.784483084486027E-8
ANAPC1	ANAPC10	6.784483084486027E-8
ANAPC1	CDC23	6.784483084486027E-8
ANAPC1	ANAPC5	6.784483084486027E-8
ANAPC1	CDC16	6.784483084486027E-8
ANAPC1	ANAPC2	6.784483084486027E-8
ANAPC1	ANAPC7	6.784483084486027E-8
ANAPC10	ANAPC4	6.78448308448603E-8
ANAPC10	CDC27	6.78448308448603E-8
ANAPC10	FZR1	6.78448308448603E-8
ANAPC10	CDC23	6.78448308448603E-8
ANAPC10	ANAPC5	6.78448308448603E-8
ANAPC10	CDC16	6.78448308448603E-8
ANAPC10	ANAPC1	6.78448308448603E-8
ANAPC10	ANAPC2	6.78448308448603E-8
ANAPC10	ANAPC7	6.78448308448603E-8
CDC23	ANAPC4	6.78448308448603E-8
CDC23	CDC27	6.78448308448603E-8
CDC23	FZR1	6.78448308448603E-8
CDC23	ANAPC10	6.78448308448603E-8
CDC23	ANAPC5	6.78448308448603E-8
CDC23	CDC16	6.78448308448603E-8
CDC23	ANAPC1	6.78448308448603E-8
