tail	head	edge flux
SMAD2	FOXO3	7.035953921323272E-7
SMAD2	ZFYVE9	7.035953921323272E-7
SMAD2	SMURF2	7.035953921323272E-7
SMAD2	ESR1	7.035953921323272E-7
SMAD2	HDAC1	7.035953921323272E-7
SMAD2	ERBB2IP	7.035953921323272E-7
SMAD2	NUP153	7.035953921323272E-7
SMAD2	NUP214	7.035953921323272E-7
SMAD2	SMAD4	7.035953921323272E-7
SMAD2	RNF111	7.035953921323272E-7
SMAD2	JUN	7.035953921323272E-7
SMAD2	SKIL	7.035953921323272E-7
SMAD2	PARD3	7.035953921323272E-7
SMAD2	PDPK1	7.035953921323272E-7
SMAD2	SMAD3	7.035953921323272E-7
SMAD2	WWTR1	7.035953921323272E-7
SMAD2	DYNLRB1	7.035953921323272E-7
SMAD2	SP1	7.035953921323272E-7
SMAD2	SNIP1	7.035953921323272E-7
SMAD2	TGFBR2	7.035953921323272E-7
SMAD2	ZEB1	7.035953921323272E-7
SMAD2	STRAP	7.035953921323272E-7
SMAD2	PPM1A	7.035953921323272E-7
SMAD2	TP53	7.035953921323272E-7
SMAD2	HGS	7.035953921323272E-7
RAP1A	PLCE1	8.294116518222911E-7
RAP1A	RALGDS	8.294116518222911E-7
RAF1	PEBP1	8.913263847769314E-7
RAF1	HRAS	8.913263847769314E-7
RAF1	BRAF	8.913263847769314E-7
RAF1	MAP2K1	8.913263847769314E-7
RAF1	RFXANK	8.913263847769314E-7
SMAD3	VDR	9.92183994702049E-7
SMAD3	ZEB2	9.92183994702049E-7
SMAD3	TP73	9.92183994702049E-7
SMAD3	DDX5	9.92183994702049E-7
SMAD3	PML	9.92183994702049E-7
SMAD3	SKI	9.92183994702049E-7
SMAD3	BCAR1	9.92183994702049E-7
SMAD3	DYNLRB2	9.92183994702049E-7
SMAD3	TGFBR1	9.92183994702049E-7
SMAD3	SNW1	9.92183994702049E-7
SMAD3	DAB2	9.92183994702049E-7
SMAD3	CTNNB1	9.92183994702049E-7
SMAD3	FOSB	9.92183994702049E-7
SMAD3	FOXH1	9.92183994702049E-7
SMAD3	E2F5	9.92183994702049E-7
SMAD3	ETS1	9.92183994702049E-7
SMAD3	CTCF	9.92183994702049E-7
SMAD3	CDC16	9.92183994702049E-7
SMAD3	SOX9	9.92183994702049E-7
SMAD3	NFYC	9.92183994702049E-7
SMAD3	RUNX1	9.92183994702049E-7
SMAD3	EP300	9.92183994702049E-7
SMAD3	DVL1	9.92183994702049E-7
SMAD3	RUNX3	9.92183994702049E-7
SMAD3	FOXO1	9.92183994702049E-7
SMAD3	NEDD4L	9.92183994702049E-7
SMAD3	KAT2B	9.92183994702049E-7
SMAD3	MYC	9.92183994702049E-7
SMAD3	ATF3	9.92183994702049E-7
SMAD3	LEF1	9.92183994702049E-7
SMAD3	FOS	9.92183994702049E-7
SMAD3	TRIM33	9.92183994702049E-7
SMAD3	SMAD2	9.92183994702049E-7
SMAD3	FOXO4	9.92183994702049E-7
SMAD3	E2F4	9.92183994702049E-7
SMAD3	JUNB	9.92183994702049E-7
SMAD3	CDC27	9.92183994702049E-7
SMAD3	EID2	9.92183994702049E-7
SMAD3	BRCA1	9.92183994702049E-7
SMAD3	PRKAR1B	9.92183994702049E-7
SMAD3	HNF4A	9.92183994702049E-7
SMAD3	RUNX2	9.92183994702049E-7
SMAD3	JUND	9.92183994702049E-7
SMAD3	AXIN2	9.92183994702049E-7
SMAD3	AXIN1	9.92183994702049E-7
SMAD3	FOXO3	9.92183994702049E-7
SMAD3	XPO4	9.92183994702049E-7
SMAD3	PRKAR2A	9.92183994702049E-7
SMAD3	ZFYVE9	9.92183994702049E-7
SMAD3	SPTBN1	9.92183994702049E-7
SMAD3	TFDP1	9.92183994702049E-7
SMAD3	ESR1	9.92183994702049E-7
SMAD3	CREBBP	9.92183994702049E-7
SMAD3	ERBB2IP	9.92183994702049E-7
SMAD3	NUP153	9.92183994702049E-7
SMAD3	NUP214	9.92183994702049E-7
SMAD3	SMAD4	9.92183994702049E-7
SMAD3	JUN	9.92183994702049E-7
SMAD3	RBL1	9.92183994702049E-7
SMAD3	CUL1	9.92183994702049E-7
SMAD3	SKIL	9.92183994702049E-7
SMAD3	PARD3	9.92183994702049E-7
SMAD3	PDPK1	9.92183994702049E-7
SMAD3	WWTR1	9.92183994702049E-7
SMAD3	AR	9.92183994702049E-7
SMAD3	KPNB1	9.92183994702049E-7
SMAD3	ATF2	9.92183994702049E-7
SMAD3	SP1	9.92183994702049E-7
SMAD3	RBX1	9.92183994702049E-7
SMAD3	ZEB1	9.92183994702049E-7
SMAD3	STRAP	9.92183994702049E-7
SMAD3	TP53	9.92183994702049E-7
SMAD3	BTRC	9.92183994702049E-7
SMAD3	HGS	9.92183994702049E-7
SMAD3	OLIG1	9.92183994702049E-7
PIK3R3	PIK3CD	1.1112238798437748E-6
PIK3R3	GAB1	1.1112238798437748E-6
PIK3R3	PIK3R2	1.1112238798437748E-6
PIK3R3	PIK3CB	1.1112238798437748E-6
PIK3R3	PIK3CG	1.1112238798437748E-6
PIK3R3	PIK3R1	1.1112238798437748E-6
PIK3R3	PIK3CA	1.1112238798437748E-6
PIK3CB	PIK3CD	1.1112238798437765E-6
PIK3CB	GAB1	1.1112238798437765E-6
PIK3CB	PIK3R2	1.1112238798437765E-6
PIK3CB	PIK3R3	1.1112238798437765E-6
PIK3CB	PIK3CG	1.1112238798437765E-6
PIK3CB	PIK3R1	1.1112238798437765E-6
PIK3CB	PIK3CA	1.1112238798437765E-6
PIK3CG	PIK3CD	1.1112238798437771E-6
PIK3CG	GAB1	1.1112238798437771E-6
PIK3CG	PIK3R2	1.1112238798437771E-6
PIK3CG	PIK3CB	1.1112238798437771E-6
PIK3CG	PIK3R3	1.1112238798437771E-6
PIK3CG	PIK3R1	1.1112238798437771E-6
PIK3CG	PIK3CA	1.1112238798437771E-6
PIK3CD	GAB1	1.1112238798437775E-6
PIK3CD	PIK3R2	1.1112238798437775E-6
PIK3CD	PIK3CB	1.1112238798437775E-6
PIK3CD	PIK3R3	1.1112238798437775E-6
PIK3CD	PIK3CG	1.1112238798437775E-6
PIK3CD	PIK3R1	1.1112238798437775E-6
PIK3CD	PIK3CA	1.1112238798437775E-6
NFYA	NFYB	1.1635870352673654E-6
NFYA	NFYC	1.1635870352673654E-6
NFYB	NFYA	1.1635870352673668E-6
NFYB	NFYC	1.1635870352673668E-6
PLCE1	HRAS	1.474509603239629E-6
PLCE1	RAP1A	1.474509603239629E-6
PLCE1	SIAH2	1.474509603239629E-6
CBLB	PIK3R2	1.5163771283551982E-6
CBLB	SMU1	1.5163771283551982E-6
CBLB	VAV2	1.5163771283551982E-6
CBLB	CD59	1.5163771283551982E-6
CBLB	GRB2	1.5163771283551982E-6
CBLB	YWHAZ	1.5163771283551982E-6
CBLB	KRT17	1.5163771283551982E-6
CBLB	PTPN11	1.5163771283551982E-6
CBLB	SHC1	1.5163771283551982E-6
CBLB	AP2A1	1.5163771283551982E-6
CBLB	ATP5C1	1.5163771283551982E-6
CBLB	HIST3H3	1.5163771283551982E-6
CBLB	IQGAP1	1.5163771283551982E-6
CBLB	SNRPD2	1.5163771283551982E-6
CBLB	KRT8	1.5163771283551982E-6
CBLB	RACGAP1	1.5163771283551982E-6
CBLB	ACTA2	1.5163771283551982E-6
CBLB	KRT7	1.5163771283551982E-6
CBLB	MT-CO2	1.5163771283551982E-6
CBLB	EGFR	1.5163771283551982E-6
CBLB	EPPK1	1.5163771283551982E-6
CBLB	PIK3R1	1.5163771283551982E-6
CBLB	UBB	1.5163771283551982E-6
CBLB	CBL	1.5163771283551982E-6
CBLB	SOS1	1.5163771283551982E-6
CBLB	PLEC	1.5163771283551982E-6
CBLB	VAV3	1.5163771283551982E-6
CBLB	AP2B1	1.5163771283551982E-6
CBLB	EGF	1.5163771283551982E-6
CBLB	ERRFI1	1.5163771283551982E-6
CBLB	SOS2	1.5163771283551982E-6
CBLB	MPRIP	1.5163771283551982E-6
CBLB	KRT18	1.5163771283551982E-6
CBLB	AP2S1	1.5163771283551982E-6
VAV2	PIK3R2	1.5163771283551986E-6
VAV2	SMU1	1.5163771283551986E-6
VAV2	CD59	1.5163771283551986E-6
VAV2	GRB2	1.5163771283551986E-6
VAV2	YWHAZ	1.5163771283551986E-6
VAV2	KRT17	1.5163771283551986E-6
VAV2	CBLB	1.5163771283551986E-6
VAV2	PTPN11	1.5163771283551986E-6
VAV2	SHC1	1.5163771283551986E-6
VAV2	AP2A1	1.5163771283551986E-6
VAV2	ATP5C1	1.5163771283551986E-6
VAV2	HIST3H3	1.5163771283551986E-6
VAV2	IQGAP1	1.5163771283551986E-6
VAV2	SNRPD2	1.5163771283551986E-6
VAV2	KRT8	1.5163771283551986E-6
VAV2	RACGAP1	1.5163771283551986E-6
VAV2	ACTA2	1.5163771283551986E-6
VAV2	KRT7	1.5163771283551986E-6
VAV2	MT-CO2	1.5163771283551986E-6
VAV2	EGFR	1.5163771283551986E-6
VAV2	EPPK1	1.5163771283551986E-6
VAV2	PIK3R1	1.5163771283551986E-6
VAV2	UBB	1.5163771283551986E-6
VAV2	CBL	1.5163771283551986E-6
VAV2	SOS1	1.5163771283551986E-6
VAV2	PLEC	1.5163771283551986E-6
VAV2	VAV3	1.5163771283551986E-6
VAV2	AP2B1	1.5163771283551986E-6
VAV2	EGF	1.5163771283551986E-6
VAV2	ERRFI1	1.5163771283551986E-6
VAV2	SOS2	1.5163771283551986E-6
VAV2	MPRIP	1.5163771283551986E-6
VAV2	KRT18	1.5163771283551986E-6
VAV2	AP2S1	1.5163771283551986E-6
SNRPD2	PIK3R2	1.5163771283551995E-6
SNRPD2	SMU1	1.5163771283551995E-6
SNRPD2	VAV2	1.5163771283551995E-6
SNRPD2	CD59	1.5163771283551995E-6
SNRPD2	GRB2	1.5163771283551995E-6
SNRPD2	YWHAZ	1.5163771283551995E-6
SNRPD2	KRT17	1.5163771283551995E-6
SNRPD2	CBLB	1.5163771283551995E-6
SNRPD2	PTPN11	1.5163771283551995E-6
SNRPD2	SHC1	1.5163771283551995E-6
SNRPD2	AP2A1	1.5163771283551995E-6
SNRPD2	ATP5C1	1.5163771283551995E-6
SNRPD2	HIST3H3	1.5163771283551995E-6
SNRPD2	IQGAP1	1.5163771283551995E-6
SNRPD2	KRT8	1.5163771283551995E-6
SNRPD2	RACGAP1	1.5163771283551995E-6
SNRPD2	ACTA2	1.5163771283551995E-6
SNRPD2	KRT7	1.5163771283551995E-6
SNRPD2	MT-CO2	1.5163771283551995E-6
SNRPD2	EGFR	1.5163771283551995E-6
SNRPD2	EPPK1	1.5163771283551995E-6
SNRPD2	PIK3R1	1.5163771283551995E-6
SNRPD2	UBB	1.5163771283551995E-6
SNRPD2	CBL	1.5163771283551995E-6
SNRPD2	SOS1	1.5163771283551995E-6
SNRPD2	PLEC	1.5163771283551995E-6
SNRPD2	VAV3	1.5163771283551995E-6
SNRPD2	AP2B1	1.5163771283551995E-6
SNRPD2	EGF	1.5163771283551995E-6
SNRPD2	ERRFI1	1.5163771283551995E-6
SNRPD2	SOS2	1.5163771283551995E-6
SNRPD2	MPRIP	1.5163771283551995E-6
SNRPD2	KRT18	1.5163771283551995E-6
SNRPD2	AP2S1	1.5163771283551995E-6
AP2A1	SMU1	1.9277984461884026E-6
AP2A1	VAV2	1.9277984461884026E-6
AP2A1	CD59	1.9277984461884026E-6
AP2A1	GRB2	1.9277984461884026E-6
AP2A1	KRT17	1.9277984461884026E-6
AP2A1	CBLB	1.9277984461884026E-6
AP2A1	EPS15	1.9277984461884026E-6
AP2A1	PTPN11	1.9277984461884026E-6
AP2A1	SHC1	1.9277984461884026E-6
AP2A1	HIST3H3	1.9277984461884026E-6
AP2A1	IQGAP1	1.9277984461884026E-6
AP2A1	SNRPD2	1.9277984461884026E-6
AP2A1	KRT8	1.9277984461884026E-6
AP2A1	RACGAP1	1.9277984461884026E-6
AP2A1	KRT7	1.9277984461884026E-6
AP2A1	EGFR	1.9277984461884026E-6
AP2A1	EPN1	1.9277984461884026E-6
AP2A1	EPPK1	1.9277984461884026E-6
AP2A1	SOS1	1.9277984461884026E-6
AP2A1	PLEC	1.9277984461884026E-6
AP2A1	VAV3	1.9277984461884026E-6
AP2A1	AP2B1	1.9277984461884026E-6
AP2A1	MPRIP	1.9277984461884026E-6
AP2A1	KRT18	1.9277984461884026E-6
AP2A1	AP2S1	1.9277984461884026E-6
VAV3	SMU1	1.9391875601447602E-6
VAV3	VAV2	1.9391875601447602E-6
VAV3	CD59	1.9391875601447602E-6
VAV3	GRB2	1.9391875601447602E-6
VAV3	KRT17	1.9391875601447602E-6
VAV3	CBLB	1.9391875601447602E-6
VAV3	PTPN11	1.9391875601447602E-6
VAV3	SHC1	1.9391875601447602E-6
VAV3	AP2A1	1.9391875601447602E-6
VAV3	HIST3H3	1.9391875601447602E-6
VAV3	IQGAP1	1.9391875601447602E-6
VAV3	SNRPD2	1.9391875601447602E-6
VAV3	KRT8	1.9391875601447602E-6
VAV3	RACGAP1	1.9391875601447602E-6
VAV3	KRT7	1.9391875601447602E-6
VAV3	EGFR	1.9391875601447602E-6
VAV3	EPPK1	1.9391875601447602E-6
VAV3	PIK3R1	1.9391875601447602E-6
VAV3	SOS1	1.9391875601447602E-6
VAV3	PLCG1	1.9391875601447602E-6
VAV3	PLEC	1.9391875601447602E-6
VAV3	AP2B1	1.9391875601447602E-6
VAV3	MPRIP	1.9391875601447602E-6
VAV3	KRT18	1.9391875601447602E-6
VAV3	AP2S1	1.9391875601447602E-6
EGFR	PIK3R2	1.963223298019166E-6
EGFR	INPPL1	1.963223298019166E-6
EGFR	STAT3	1.963223298019166E-6
EGFR	CD59	1.963223298019166E-6
EGFR	CBLB	1.963223298019166E-6
EGFR	NCK1	1.963223298019166E-6
EGFR	EPS15	1.963223298019166E-6
EGFR	PTPN11	1.963223298019166E-6
EGFR	RASA1	1.963223298019166E-6
EGFR	RGS16	1.963223298019166E-6
EGFR	PLD2	1.963223298019166E-6
EGFR	SNRPD2	1.963223298019166E-6
EGFR	KRT8	1.963223298019166E-6
EGFR	RACGAP1	1.963223298019166E-6
EGFR	GAB1	1.963223298019166E-6
EGFR	JAK2	1.963223298019166E-6
EGFR	STAT5A	1.963223298019166E-6
EGFR	ADRBK1	1.963223298019166E-6
EGFR	KRT7	1.963223298019166E-6
EGFR	STAT5B	1.963223298019166E-6
EGFR	PPP2R3A	1.963223298019166E-6
EGFR	EPPK1	1.963223298019166E-6
EGFR	GAREM	1.963223298019166E-6
EGFR	NCK2	1.963223298019166E-6
EGFR	UBB	1.963223298019166E-6
EGFR	CBL	1.963223298019166E-6
EGFR	JAK1	1.963223298019166E-6
EGFR	ERBB3	1.963223298019166E-6
EGFR	TNK2	1.963223298019166E-6
EGFR	CAV1	1.963223298019166E-6
EGFR	CBLC	1.963223298019166E-6
EGFR	EGF	1.963223298019166E-6
EGFR	ERRFI1	1.963223298019166E-6
EGFR	SOS2	1.963223298019166E-6
EGFR	MPRIP	1.963223298019166E-6
EGFR	HTT	1.963223298019166E-6
EGFR	AP2S1	1.963223298019166E-6
EGFR	PRKCD	1.963223298019166E-6
EGFR	SMU1	1.963223298019166E-6
EGFR	PRKCA	1.963223298019166E-6
EGFR	IL17RD	1.963223298019166E-6
EGFR	PTK2	1.963223298019166E-6
EGFR	VAV2	1.963223298019166E-6
EGFR	GRB2	1.963223298019166E-6
EGFR	YWHAZ	1.963223298019166E-6
EGFR	CEACAM1	1.963223298019166E-6
EGFR	KRT17	1.963223298019166E-6
EGFR	AKT1	1.963223298019166E-6
EGFR	PLSCR1	1.963223298019166E-6
EGFR	MAPK1	1.963223298019166E-6
EGFR	SHC1	1.963223298019166E-6
EGFR	AP2A1	1.963223298019166E-6
EGFR	ATP5C1	1.963223298019166E-6
EGFR	FRS2	1.963223298019166E-6
EGFR	CSK	1.963223298019166E-6
EGFR	EPS8	1.963223298019166E-6
EGFR	HIST3H3	1.963223298019166E-6
EGFR	PDPK1	1.963223298019166E-6
EGFR	IQGAP1	1.963223298019166E-6
EGFR	MAP2K1	1.963223298019166E-6
EGFR	MAP3K14	1.963223298019166E-6
EGFR	PIK3C2B	1.963223298019166E-6
EGFR	PTK6	1.963223298019166E-6
EGFR	SOCS3	1.963223298019166E-6
EGFR	STAT1	1.963223298019166E-6
EGFR	SOCS1	1.963223298019166E-6
EGFR	ACTA2	1.963223298019166E-6
EGFR	VAV1	1.963223298019166E-6
EGFR	CRK	1.963223298019166E-6
EGFR	MT-CO2	1.963223298019166E-6
EGFR	GRB10	1.963223298019166E-6
EGFR	PRKAR1A	1.963223298019166E-6
EGFR	PAK1	1.963223298019166E-6
EGFR	PIK3R1	1.963223298019166E-6
EGFR	SH3BGRL	1.963223298019166E-6
EGFR	ARF4	1.963223298019166E-6
EGFR	PTPN6	1.963223298019166E-6
EGFR	SOS1	1.963223298019166E-6
EGFR	ERBB2	1.963223298019166E-6
EGFR	PLCG1	1.963223298019166E-6
EGFR	PLEC	1.963223298019166E-6
EGFR	PTPN1	1.963223298019166E-6
EGFR	STAMBP	1.963223298019166E-6
EGFR	VAV3	1.963223298019166E-6
EGFR	DOK2	1.963223298019166E-6
EGFR	PITPNA	1.963223298019166E-6
EGFR	PLD1	1.963223298019166E-6
EGFR	AP2B1	1.963223298019166E-6
EGFR	CC2D1A	1.963223298019166E-6
EGFR	RIPK1	1.963223298019166E-6
EGFR	SRC	1.963223298019166E-6
EGFR	KRT18	1.963223298019166E-6
EGFR	ATXN2	1.963223298019166E-6
IQGAP1	SMU1	2.0541464481769806E-6
IQGAP1	KRT7	2.0541464481769806E-6
IQGAP1	VAV2	2.0541464481769806E-6
IQGAP1	EGFR	2.0541464481769806E-6
IQGAP1	CD59	2.0541464481769806E-6
IQGAP1	GRB2	2.0541464481769806E-6
IQGAP1	KRT17	2.0541464481769806E-6
IQGAP1	EPPK1	2.0541464481769806E-6
IQGAP1	CBLB	2.0541464481769806E-6
IQGAP1	SOS1	2.0541464481769806E-6
IQGAP1	PLEC	2.0541464481769806E-6
IQGAP1	PTPN11	2.0541464481769806E-6
IQGAP1	SHC1	2.0541464481769806E-6
IQGAP1	VAV3	2.0541464481769806E-6
IQGAP1	AP2A1	2.0541464481769806E-6
IQGAP1	AP2B1	2.0541464481769806E-6
IQGAP1	BRAF	2.0541464481769806E-6
IQGAP1	HIST3H3	2.0541464481769806E-6
IQGAP1	SNRPD2	2.0541464481769806E-6
IQGAP1	KRT8	2.0541464481769806E-6
IQGAP1	MPRIP	2.0541464481769806E-6
IQGAP1	KRT18	2.0541464481769806E-6
IQGAP1	RACGAP1	2.0541464481769806E-6
IQGAP1	AP2S1	2.0541464481769806E-6
SMAD4	SKI	2.146698937017814E-6
SMAD4	VPS39	2.146698937017814E-6
SMAD4	CTNNB1	2.146698937017814E-6
SMAD4	FOSB	2.146698937017814E-6
SMAD4	FOXH1	2.146698937017814E-6
SMAD4	E2F5	2.146698937017814E-6
SMAD4	CTCF	2.146698937017814E-6
SMAD4	EP300	2.146698937017814E-6
SMAD4	SUMO1	2.146698937017814E-6
SMAD4	DVL1	2.146698937017814E-6
SMAD4	RUNX3	2.146698937017814E-6
SMAD4	FOXO1	2.146698937017814E-6
SMAD4	STK11IP	2.146698937017814E-6
SMAD4	TGIF1	2.146698937017814E-6
SMAD4	SAMD3	2.146698937017814E-6
SMAD4	STK11	2.146698937017814E-6
SMAD4	LEF1	2.146698937017814E-6
SMAD4	FOS	2.146698937017814E-6
SMAD4	DCP1A	2.146698937017814E-6
SMAD4	SMAD2	2.146698937017814E-6
SMAD4	FOXO4	2.146698937017814E-6
SMAD4	E2F4	2.146698937017814E-6
SMAD4	JUNB	2.146698937017814E-6
SMAD4	EID2	2.146698937017814E-6
SMAD4	PRKAR1B	2.146698937017814E-6
SMAD4	HNF4A	2.146698937017814E-6
SMAD4	RUNX2	2.146698937017814E-6
SMAD4	ZFYVE16	2.146698937017814E-6
SMAD4	JUND	2.146698937017814E-6
SMAD4	CITED1	2.146698937017814E-6
SMAD4	COPS5	2.146698937017814E-6
SMAD4	FOXO3	2.146698937017814E-6
SMAD4	PRKAR2A	2.146698937017814E-6
SMAD4	SPTBN1	2.146698937017814E-6
SMAD4	TRAP1	2.146698937017814E-6
SMAD4	UBE2I	2.146698937017814E-6
SMAD4	TFDP1	2.146698937017814E-6
SMAD4	ESR1	2.146698937017814E-6
SMAD4	HDAC1	2.146698937017814E-6
SMAD4	CREBBP	2.146698937017814E-6
SMAD4	ERBB2IP	2.146698937017814E-6
SMAD4	NUP214	2.146698937017814E-6
